MedicationNdcCode;MedicationName;ActivePrinciplesAll;MedStrength1;ActivePrinciple1;ActivePricipleUnique1;ActivePrincipleOrder1;MedStrength2;ActivePrinciple2;ActivePricipleUnique2;ActivePrincipleOrder2;MedStrength3;ActivePrinciple3;ActivePricipleUnique3;ActivePrincipleOrder3;MedStrength4;ActivePrinciple4;ActivePricipleUnique4;ActivePrincipleOrder4;Rectal;Inhalation;Sublingual;Nasal;Transdermal;Injectable;Vaginal;Oral;Ophtalmic;Otic;Topical;Vaccine;Syrup;Ointment;Cream;Liquid;Tablet;Caps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00026286248;Precose (acarbose) oral tablet;acarbose|||;100;acarbose;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00026286251;Precose (acarbose) oral tablet;acarbose|||;100;acarbose;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00591043701;Acebutolol Hydrochloride (acebutolol) oral capsule;acebutolol|||;200;acebutolol;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00573028555;Anacin-3 Maximum Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00904790046;Aspirin Free (acetaminophen) oral tablet, chewable;acetaminophen|||;80;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59439017620;Feverall (acetaminophen) oral capsule;acetaminophen|||;160;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00182183201;Genebs (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00084004714;Non-Asprin (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10956062550;Pain-Eze (acetaminophen) oral tablet;acetaminophen|||;650;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12843021326;Panadol (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12843021475;Panadol (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00603026821;Q-Pap Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62107005101;Tactinal (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045049750;Tylenol (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045049780;Tylenol (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045049968;Tylenol (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045049970;Tylenol (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580049660;Tylenol (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580029724;Tylenol 8 Hour Caplet (acetaminophen) oral tablet, extended release;acetaminophen|||;650;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580050520;Tylenol 8 Hour Geltab (acetaminophen) oral tablet, extended release;acetaminophen|||;650;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580083815;Tylenol Arthritis Caplet (acetaminophen) oral tablet, extended release;acetaminophen|||;650;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045083825;Tylenol Arthritis Extended Release (acetaminophen) oral tablet, extended release;acetaminophen|||;650;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580029240;Tylenol Arthritis Geltab (acetaminophen) oral tablet, extended release;acetaminophen|||;650;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045050190;Tylenol Caplet (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580044905;Tylenol Caplet Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580044907;Tylenol Caplet Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580044910;Tylenol Caplet Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580045170;Tylenol Caplet Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045083850;Tylenol Extended Release (acetaminophen) oral tablet, extended release;acetaminophen|||;650;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580050008;Tylenol Extra Strength (acetaminophen) oral liquid;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045012410;Tylenol Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045044905;Tylenol Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045046812;Tylenol Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580049932;Tylenol Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580049970;Tylenol Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580044424;Tylenol Extra Strength Cool Caplet (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580044450;Tylenol Extra Strength Cool Caplet (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580542210;Tylenol Extra Strength EZ (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580046824;Tylenol Gelcap Extra Strength (acetaminophen) oral tablet;acetaminophen|||;500;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045049660;Tylenol Regular Strength (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045049680;Tylenol Regular Strength (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045050180;Tylenol Regular Strength (acetaminophen) oral tablet;acetaminophen|||;325;acetaminophen;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00501276824;Sudafed Sinus (acetaminophen-pseudoephedrine) oral tablet;acetaminophen|pseudoephedrine||;500;acetaminophen;0;1;30;pseudoephedrine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68382026101;AcetaZOLAMIDE oral capsule, extended release;acetazolamide|||;500;acetazolamide;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00223003901;AcetaZOLAMIDE oral tablet;acetazolamide|||;250;acetazolamide;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00223003902;AcetaZOLAMIDE oral tablet;acetazolamide|||;250;acetazolamide;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00005075323;Diamox Sequels (acetaZOLAMIDE) oral capsule, extended release;acetazolamide|||;500;acetazolamide;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00182177564;Acetasol (acetic acid otic) otic solution;acetic|||;2;acetic;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00026431202;Domeboro Otic (acetic acid-aluminum acetate otic) otic solution;acetic|aluminum_acetate||;2;acetic;0;1;0.79;aluminum_acetate;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51672300701;Acetic Acid-Hydrocortisone (acetic acid-hydrocortisone otic) otic solution;acetic|hydrocortisone||;2;acetic;0;1;1;hydrocortisone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60432074001;Acetic Acid-Hydrocortisone (acetic acid-hydrocortisone otic) otic solution;acetic|hydrocortisone||;2;acetic;0;1;1;hydrocortisone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00463805410;Oticot HC (acetic acid-hydrocortisone otic) otic solution;acetic|hydrocortisone||;2;acetic;0;1;1;hydrocortisone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00037381112;Vosol HC (acetic acid-hydrocortisone otic) otic solution;acetic|hydrocortisone||;2;acetic;0;1;1;hydrocortisone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16881030015;Auralgan (acetic/antipyrine/benzocaine/polycos otic) otic solution;acetic|antipyrine|benzocaine|;1;acetic;0;1;1;antipyrine;0;2;1;benzocaine;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68032032814;Otic Edge (acetic/antipyrine/benzocaine/polycos otic) otic solution;acetic|antipyrine|benzocaine|;1;acetic;0;1;1;antipyrine;0;2;1;benzocaine;0;3;;;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00074330803;Acetylcysteine inhalation solution;acetylcysteine|||;20;acetylcysteine;1;1;;;0;2;;;0;3;;;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00087057201;Mucomyst-10 (acetylcysteine) inhalation solution;acetylcysteine|||;10;acetylcysteine;1;1;;;0;2;;;0;3;;;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27434002110;NAC (acetylcysteine) oral capsule;acetylcysteine|||;600;acetylcysteine;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00054808025;Acyclovir oral capsule;acyclovir|||;200;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00093894001;Acyclovir oral capsule;acyclovir|||;200;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23155014601;Acyclovir oral capsule;acyclovir|||;200;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68115000525;Acyclovir oral capsule;acyclovir|||;200;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00472008216;Acyclovir oral suspension;acyclovir|||;200;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00093894301;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00093894701;Acyclovir oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00172426760;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00172426780;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00172426860;Acyclovir oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00182266789;Acyclovir oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247194306;Acyclovir oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00378025301;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00378030201;Acyclovir oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51079087720;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52959054415;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61442011201;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68115000660;Acyclovir oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68115000730;Acyclovir oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00173094555;Zovirax (acyclovir) oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247016910;Zovirax (acyclovir) oral tablet;acyclovir|||;800;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247033625;Zovirax (acyclovir) oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55289069125;Zovirax (acyclovir) oral tablet;acyclovir|||;400;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54868541000;Zovirax Topical (acyclovir topical) topical cream;acyclovir|||;5;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64455099442;Zovirax Topical (acyclovir topical) topical cream;acyclovir|||;5;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64455099445;Zovirax Topical (acyclovir topical) topical cream;acyclovir|||;5;acyclovir;1;1;;;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
